State/Territory,Sector,Sex,School Level,Function,Staff
Victoria,Catholic,Male,Secondary schools,Non-teaching staff,1090.3
Victoria,Catholic,Male,Secondary schools,Specialist support staff,71.8
Victoria,Catholic,Male,Secondary schools,Teaching staff,2999.2
Victoria,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),7247.7
Victoria,Government,Female,Primary schools,"Building operations, general maintenance and other staff",5
Victoria,Government,Female,Primary schools,Non-teaching staff,7546.9
Victoria,Government,Female,Primary schools,Specialist support staff,294.2
Victoria,Government,Female,Primary schools,Teaching staff,17490.8
Victoria,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5243
Victoria,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",4.7
Victoria,Government,Female,Secondary schools,Non-teaching staff,5467.3
Victoria,Government,Female,Secondary schools,Specialist support staff,219.6
Victoria,Government,Female,Secondary schools,Teaching staff,10874.2
Victoria,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),630.6
Victoria,Government,Male,Primary schools,"Building operations, general maintenance and other staff",50.1
Victoria,Government,Male,Primary schools,Non-teaching staff,706.3
Victoria,Government,Male,Primary schools,Specialist support staff,25.6
Victoria,Government,Male,Primary schools,Teaching staff,4754
Victoria,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1177.2
Victoria,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",34.7
Victoria,Government,Male,Secondary schools,Non-teaching staff,1257.1
Victoria,Government,Male,Secondary schools,Specialist support staff,45.2
Victoria,Government,Male,Secondary schools,Teaching staff,7135.9
Victoria,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1206.6
Victoria,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",96.5
Victoria,Independent,Female,Primary schools,Non-teaching staff,1461.6
Victoria,Independent,Female,Primary schools,Specialist support staff,158.5
Victoria,Independent,Female,Primary schools,Teaching staff,3210.6
Victoria,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1753.2
Victoria,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",198.6
Victoria,Independent,Female,Secondary schools,Non-teaching staff,2214.5
Victoria,Independent,Female,Secondary schools,Specialist support staff,262.7
Victoria,Independent,Female,Secondary schools,Teaching staff,4556.4
Victoria,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),288.5
Victoria,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",264.6
Victoria,Independent,Male,Primary schools,Non-teaching staff,597.1
Victoria,Independent,Male,Primary schools,Specialist support staff,44
Victoria,Independent,Male,Primary schools,Teaching staff,920.9
Victoria,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),627.9
Victoria,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",496.6
Victoria,Independent,Male,Secondary schools,Non-teaching staff,1275.1
Victoria,Independent,Male,Secondary schools,Specialist support staff,150.6
Victoria,Independent,Male,Secondary schools,Teaching staff,3355.1
Western Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1018.6
Western Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",99.4
Western Australia,Catholic,Female,Primary schools,Non-teaching staff,1213.9
Western Australia,Catholic,Female,Primary schools,Specialist support staff,95.9
Western Australia,Catholic,Female,Primary schools,Teaching staff,1919.5
Western Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),658.5
Western Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",119.6
Western Australia,Catholic,Female,Secondary schools,Non-teaching staff,843.3
Western Australia,Catholic,Female,Secondary schools,Specialist support staff,65.2
Western Australia,Catholic,Female,Secondary schools,Teaching staff,1288.8
Western Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),63.1
Western Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",93.9
Western Australia,Catholic,Male,Primary schools,Non-teaching staff,162.4
Western Australia,Catholic,Male,Primary schools,Specialist support staff,5.4
Western Australia,Catholic,Male,Primary schools,Teaching staff,462.3
Western Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),160.4
Western Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",141.8
Western Australia,Catholic,Male,Secondary schools,Non-teaching staff,314.1
Western Australia,Catholic,Male,Secondary schools,Specialist support staff,11.9
Western Australia,Catholic,Male,Secondary schools,Teaching staff,1030.4
Western Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),6020.6
Western Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",108.7
Western Australia,Government,Female,Primary schools,Non-teaching staff,6345.5
Western Australia,Government,Female,Primary schools,Specialist support staff,216.2
Western Australia,Government,Female,Primary schools,Teaching staff,9165.7
Western Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2638.9
Western Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",87.6
Western Australia,Government,Female,Secondary schools,Non-teaching staff,2869.3
Western Australia,Government,Female,Secondary schools,Specialist support staff,142.8
Western Australia,Government,Female,Secondary schools,Teaching staff,3696.6
Western Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),167.1
Western Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",328
Western Australia,Government,Male,Primary schools,Non-teaching staff,567.1
Western Australia,Government,Male,Primary schools,Specialist support staff,72
Western Australia,Government,Male,Primary schools,Teaching staff,1940.6
Western Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),315.6
Western Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",186.4
Western Australia,Government,Male,Secondary schools,Non-teaching staff,546.8
Western Australia,Government,Male,Secondary schools,Specialist support staff,44.8
Western Australia,Government,Male,Secondary schools,Teaching staff,2576.3
Western Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1007.5
Western Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",78.7
Western Australia,Independent,Female,Primary schools,Non-teaching staff,1156.2
Western Australia,Independent,Female,Primary schools,Specialist support staff,70
Western Australia,Independent,Female,Primary schools,Teaching staff,1695.1
Western Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),786
Western Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",111
Western Australia,Independent,Female,Secondary schools,Non-teaching staff,979.3
Western Australia,Independent,Female,Secondary schools,Specialist support staff,82.3
Western Australia,Independent,Female,Secondary schools,Teaching staff,1639.1
Western Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),118.4
Western Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",151.2
Western Australia,Independent,Male,Primary schools,Non-teaching staff,285.2
Western Australia,Independent,Male,Primary schools,Specialist support staff,15.6
Western Australia,Independent,Male,Primary schools,Teaching staff,470.8
Western Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),216.4
Western Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",198.8
Western Australia,Independent,Male,Secondary schools,Non-teaching staff,465.4
Western Australia,Independent,Male,Secondary schools,Specialist support staff,50.2
Western Australia,Independent,Male,Secondary schools,Teaching staff,1362.8
