State/Territory,Sector,Sex,School Level,Function,Staff
Victoria,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),706.9
Victoria,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",350.5
Victoria,Catholic,Male,Secondary schools,Non-teaching staff,1149.5
Victoria,Catholic,Male,Secondary schools,Specialist support staff,92.1
Victoria,Catholic,Male,Secondary schools,Teaching staff,3125.5
Victoria,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8189.470049
Victoria,Government,Female,Primary schools,"Building operations, general maintenance and other staff",6.245834211
Victoria,Government,Female,Primary schools,Non-teaching staff,8464.084006
Victoria,Government,Female,Primary schools,Specialist support staff,268.3681221
Victoria,Government,Female,Primary schools,Teaching staff,19611.16444
Victoria,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5544.758882
Victoria,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",4.438376316
Victoria,Government,Female,Secondary schools,Non-teaching staff,5816.066715
Victoria,Government,Female,Secondary schools,Specialist support staff,266.8694568
Victoria,Government,Female,Secondary schools,Teaching staff,11672.0677
Victoria,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),797.5277817
Victoria,Government,Male,Primary schools,"Building operations, general maintenance and other staff",54.66995351
Victoria,Government,Male,Primary schools,Non-teaching staff,873.8130893
Victoria,Government,Male,Primary schools,Specialist support staff,21.615354
Victoria,Government,Male,Primary schools,Teaching staff,5397.145278
Victoria,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1300.378264
Victoria,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",69.08004649
Victoria,Government,Male,Secondary schools,Non-teaching staff,1390.952956
Victoria,Government,Male,Secondary schools,Specialist support staff,21.494646
Victoria,Government,Male,Secondary schools,Teaching staff,7390.614813
Victoria,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1421.2
Victoria,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",114.7
Victoria,Independent,Female,Primary schools,Non-teaching staff,1757.1
Victoria,Independent,Female,Primary schools,Specialist support staff,221.2
Victoria,Independent,Female,Primary schools,Teaching staff,3501
Victoria,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1985.8
Victoria,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",233
Victoria,Independent,Female,Secondary schools,Non-teaching staff,2559.9
Victoria,Independent,Female,Secondary schools,Specialist support staff,341.1
Victoria,Independent,Female,Secondary schools,Teaching staff,4817.7
Victoria,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),332.1
Victoria,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",310.5
Victoria,Independent,Male,Primary schools,Non-teaching staff,704.5
Victoria,Independent,Male,Primary schools,Specialist support staff,61.9
Victoria,Independent,Male,Primary schools,Teaching staff,1056.1
Victoria,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),686.3
Victoria,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",552.4
Victoria,Independent,Male,Secondary schools,Non-teaching staff,1407.7
Victoria,Independent,Male,Secondary schools,Specialist support staff,169
Victoria,Independent,Male,Secondary schools,Teaching staff,3560.4
Western Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1090.8
Western Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",71.6
Western Australia,Catholic,Female,Primary schools,Non-teaching staff,1270.9
Western Australia,Catholic,Female,Primary schools,Specialist support staff,108.5
Western Australia,Catholic,Female,Primary schools,Teaching staff,1852.3
Western Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),780.4
Western Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",101.9
Western Australia,Catholic,Female,Secondary schools,Non-teaching staff,978.6
Western Australia,Catholic,Female,Secondary schools,Specialist support staff,96.3
Western Australia,Catholic,Female,Secondary schools,Teaching staff,1621.6
Western Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),40.3
Western Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",87.4
Western Australia,Catholic,Male,Primary schools,Non-teaching staff,137.1
Western Australia,Catholic,Male,Primary schools,Specialist support staff,9.4
Western Australia,Catholic,Male,Primary schools,Teaching staff,389
Western Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),199.9
Western Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",153.1
Western Australia,Catholic,Male,Secondary schools,Non-teaching staff,386.5
Western Australia,Catholic,Male,Secondary schools,Specialist support staff,33.5
Western Australia,Catholic,Male,Secondary schools,Teaching staff,1125.6
Western Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),6126.5
Western Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",83.8
Western Australia,Government,Female,Primary schools,Non-teaching staff,6442.8
Western Australia,Government,Female,Primary schools,Specialist support staff,232.5
Western Australia,Government,Female,Primary schools,Teaching staff,9280.2
Western Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),3536.9
Western Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",87
Western Australia,Government,Female,Secondary schools,Non-teaching staff,3815.2
Western Australia,Government,Female,Secondary schools,Specialist support staff,191.3
Western Australia,Government,Female,Secondary schools,Teaching staff,5080.2
Western Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),186.5
Western Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",322.4
Western Australia,Government,Male,Primary schools,Non-teaching staff,579.4
Western Australia,Government,Male,Primary schools,Specialist support staff,70.5
Western Australia,Government,Male,Primary schools,Teaching staff,1835
Western Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),477.8
Western Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",263.4
Western Australia,Government,Male,Secondary schools,Non-teaching staff,804.2
Western Australia,Government,Male,Secondary schools,Specialist support staff,63
Western Australia,Government,Male,Secondary schools,Teaching staff,3262.7
Western Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1095.1
Western Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",56.6
Western Australia,Independent,Female,Primary schools,Non-teaching staff,1229.2
Western Australia,Independent,Female,Primary schools,Specialist support staff,77.5
Western Australia,Independent,Female,Primary schools,Teaching staff,1654.5
Western Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),932.8
Western Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",116.2
Western Australia,Independent,Female,Secondary schools,Non-teaching staff,1157
Western Australia,Independent,Female,Secondary schools,Specialist support staff,108
Western Australia,Independent,Female,Secondary schools,Teaching staff,1856.1
Western Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),104.2
Western Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",144.2
Western Australia,Independent,Male,Primary schools,Non-teaching staff,265.9
Western Australia,Independent,Male,Primary schools,Specialist support staff,17.5
Western Australia,Independent,Male,Primary schools,Teaching staff,396.5
Western Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),250.2
Western Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",221.7
Western Australia,Independent,Male,Secondary schools,Non-teaching staff,533.9
Western Australia,Independent,Male,Secondary schools,Specialist support staff,62
Western Australia,Independent,Male,Secondary schools,Teaching staff,1478.6
