State/Territory,Sector,Sex,School Level,Function,Staff
Victoria,Catholic,Male,Secondary schools,Non-teaching staff,864.4
Victoria,Catholic,Male,Secondary schools,Specialist support staff,62.6
Victoria,Catholic,Male,Secondary schools,Teaching staff,2857.3
Victoria,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5920.7
Victoria,Government,Female,Primary schools,"Building operations, general maintenance and other staff",4.4
Victoria,Government,Female,Primary schools,Non-teaching staff,6170.4
Victoria,Government,Female,Primary schools,Specialist support staff,245.3
Victoria,Government,Female,Primary schools,Teaching staff,15861.5
Victoria,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),4623.7
Victoria,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",4.3
Victoria,Government,Female,Secondary schools,Non-teaching staff,5017.9
Victoria,Government,Female,Secondary schools,Specialist support staff,389.9
Victoria,Government,Female,Secondary schools,Teaching staff,11415.5
Victoria,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),417.2
Victoria,Government,Male,Primary schools,"Building operations, general maintenance and other staff",39.4
Victoria,Government,Male,Primary schools,Non-teaching staff,513.5
Victoria,Government,Male,Primary schools,Specialist support staff,56.9
Victoria,Government,Male,Primary schools,Teaching staff,4027.6
Victoria,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),956.7
Victoria,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",61.8
Victoria,Government,Male,Secondary schools,Non-teaching staff,1115.6
Victoria,Government,Male,Secondary schools,Specialist support staff,97.1
Victoria,Government,Male,Secondary schools,Teaching staff,7630.6
Victoria,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),964.1
Victoria,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",78.6
Victoria,Independent,Female,Primary schools,Non-teaching staff,1167.2
Victoria,Independent,Female,Primary schools,Specialist support staff,124.5
Victoria,Independent,Female,Primary schools,Teaching staff,2800.2
Victoria,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1685.4
Victoria,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",173.4
Victoria,Independent,Female,Secondary schools,Non-teaching staff,2049.3
Victoria,Independent,Female,Secondary schools,Specialist support staff,190.5
Victoria,Independent,Female,Secondary schools,Teaching staff,4208.8
Victoria,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),208.5
Victoria,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",223.9
Victoria,Independent,Male,Primary schools,Non-teaching staff,472.1
Victoria,Independent,Male,Primary schools,Specialist support staff,39.7
Victoria,Independent,Male,Primary schools,Teaching staff,814.2
Victoria,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),559.7
Victoria,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",461.8
Victoria,Independent,Male,Secondary schools,Non-teaching staff,1109.2
Victoria,Independent,Male,Secondary schools,Specialist support staff,87.7
Victoria,Independent,Male,Secondary schools,Teaching staff,3221
Western Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),847.6
Western Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",94.9
Western Australia,Catholic,Female,Primary schools,Non-teaching staff,1009.3
Western Australia,Catholic,Female,Primary schools,Specialist support staff,66.8
Western Australia,Catholic,Female,Primary schools,Teaching staff,1681.1
Western Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),543.5
Western Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",69
Western Australia,Catholic,Female,Secondary schools,Non-teaching staff,663.8
Western Australia,Catholic,Female,Secondary schools,Specialist support staff,51.3
Western Australia,Catholic,Female,Secondary schools,Teaching staff,1229.9
Western Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),26.9
Western Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",86.7
Western Australia,Catholic,Male,Primary schools,Non-teaching staff,117.7
Western Australia,Catholic,Male,Primary schools,Specialist support staff,4.1
Western Australia,Catholic,Male,Primary schools,Teaching staff,420.6
Western Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),119.2
Western Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",127.7
Western Australia,Catholic,Male,Secondary schools,Non-teaching staff,267.8
Western Australia,Catholic,Male,Secondary schools,Specialist support staff,20.9
Western Australia,Catholic,Male,Secondary schools,Teaching staff,969.2
Western Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),4787.2
Western Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",110.4
Western Australia,Government,Female,Primary schools,Non-teaching staff,5063
Western Australia,Government,Female,Primary schools,Specialist support staff,165.4
Western Australia,Government,Female,Primary schools,Teaching staff,8025.3
Western Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2425.3
Western Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",100.4
Western Australia,Government,Female,Secondary schools,Non-teaching staff,2670
Western Australia,Government,Female,Secondary schools,Specialist support staff,144.3
Western Australia,Government,Female,Secondary schools,Teaching staff,3967.4
Western Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),132.4
Western Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",287.6
Western Australia,Government,Male,Primary schools,Non-teaching staff,490
Western Australia,Government,Male,Primary schools,Specialist support staff,70
Western Australia,Government,Male,Primary schools,Teaching staff,1960.6
Western Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),313.1
Western Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",164.3
Western Australia,Government,Male,Secondary schools,Non-teaching staff,533.7
Western Australia,Government,Male,Secondary schools,Specialist support staff,56.3
Western Australia,Government,Male,Secondary schools,Teaching staff,3031
Western Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),783.8
Western Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",62.8
Western Australia,Independent,Female,Primary schools,Non-teaching staff,901.5
Western Australia,Independent,Female,Primary schools,Specialist support staff,54.9
Western Australia,Independent,Female,Primary schools,Teaching staff,1343.7
Western Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),644.8
Western Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",81.6
Western Australia,Independent,Female,Secondary schools,Non-teaching staff,787.8
Western Australia,Independent,Female,Secondary schools,Specialist support staff,61.4
Western Australia,Independent,Female,Secondary schools,Teaching staff,1505.1
Western Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),94
Western Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",124.3
Western Australia,Independent,Male,Primary schools,Non-teaching staff,240.4
Western Australia,Independent,Male,Primary schools,Specialist support staff,22.1
Western Australia,Independent,Male,Primary schools,Teaching staff,394.7
Western Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),180.3
Western Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",177.4
Western Australia,Independent,Male,Secondary schools,Non-teaching staff,402.4
Western Australia,Independent,Male,Secondary schools,Specialist support staff,44.7
Western Australia,Independent,Male,Secondary schools,Teaching staff,1242.9
