State/Territory,Sector,Sex,School Level,Function,Staff
Victoria,Catholic,Male,Secondary schools,Non-teaching staff,983.7
Victoria,Catholic,Male,Secondary schools,Specialist support staff,72.7
Victoria,Catholic,Male,Secondary schools,Teaching staff,2960.2
Victoria,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),6853.2
Victoria,Government,Female,Primary schools,"Building operations, general maintenance and other staff",6
Victoria,Government,Female,Primary schools,Non-teaching staff,6885.8
Victoria,Government,Female,Primary schools,Specialist support staff,26.6
Victoria,Government,Female,Primary schools,Teaching staff,16958.2
Victoria,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5437
Victoria,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",3.3
Victoria,Government,Female,Secondary schools,Non-teaching staff,5515.7
Victoria,Government,Female,Secondary schools,Specialist support staff,75.4
Victoria,Government,Female,Secondary schools,Teaching staff,11341.5
Victoria,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),588.8
Victoria,Government,Male,Primary schools,"Building operations, general maintenance and other staff",39.4
Victoria,Government,Male,Primary schools,Non-teaching staff,638.2
Victoria,Government,Male,Primary schools,Specialist support staff,10
Victoria,Government,Male,Primary schools,Teaching staff,4514.7
Victoria,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1159.4
Victoria,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",43.3
Victoria,Government,Male,Secondary schools,Non-teaching staff,1237.9
Victoria,Government,Male,Secondary schools,Specialist support staff,35.2
Victoria,Government,Male,Secondary schools,Teaching staff,7582.3
Victoria,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1129.4
Victoria,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",77.5
Victoria,Independent,Female,Primary schools,Non-teaching staff,1347.8
Victoria,Independent,Female,Primary schools,Specialist support staff,140.9
Victoria,Independent,Female,Primary schools,Teaching staff,3064.2
Victoria,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1709.7
Victoria,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",168.9
Victoria,Independent,Female,Secondary schools,Non-teaching staff,2126.2
Victoria,Independent,Female,Secondary schools,Specialist support staff,247.6
Victoria,Independent,Female,Secondary schools,Teaching staff,4418.5
Victoria,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),249.2
Victoria,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",234
Victoria,Independent,Male,Primary schools,Non-teaching staff,528.2
Victoria,Independent,Male,Primary schools,Specialist support staff,45
Victoria,Independent,Male,Primary schools,Teaching staff,879
Victoria,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),583
Victoria,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",487.8
Victoria,Independent,Male,Secondary schools,Non-teaching staff,1212.5
Victoria,Independent,Male,Secondary schools,Specialist support staff,141.7
Victoria,Independent,Male,Secondary schools,Teaching staff,3313.9
Western Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),984.5
Western Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",84.1
Western Australia,Catholic,Female,Primary schools,Non-teaching staff,1111.9
Western Australia,Catholic,Female,Primary schools,Specialist support staff,43.3
Western Australia,Catholic,Female,Primary schools,Teaching staff,1820.5
Western Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),628.1
Western Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",65.2
Western Australia,Catholic,Female,Secondary schools,Non-teaching staff,741
Western Australia,Catholic,Female,Secondary schools,Specialist support staff,47.7
Western Australia,Catholic,Female,Secondary schools,Teaching staff,1268.9
Western Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),39.2
Western Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",89.9
Western Australia,Catholic,Male,Primary schools,Non-teaching staff,135.2
Western Australia,Catholic,Male,Primary schools,Specialist support staff,6.1
Western Australia,Catholic,Male,Primary schools,Teaching staff,457.2
Western Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),152.6
Western Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",124.9
Western Australia,Catholic,Male,Secondary schools,Non-teaching staff,288.2
Western Australia,Catholic,Male,Secondary schools,Specialist support staff,10.7
Western Australia,Catholic,Male,Secondary schools,Teaching staff,994.6
Western Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5581
Western Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",91.6
Western Australia,Government,Female,Primary schools,Non-teaching staff,5869.6
Western Australia,Government,Female,Primary schools,Specialist support staff,197
Western Australia,Government,Female,Primary schools,Teaching staff,8625.5
Western Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2535.1
Western Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",85.4
Western Australia,Government,Female,Secondary schools,Non-teaching staff,2780.3
Western Australia,Government,Female,Secondary schools,Specialist support staff,159.8
Western Australia,Government,Female,Secondary schools,Teaching staff,3756.2
Western Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),170.1
Western Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",321.4
Western Australia,Government,Male,Primary schools,Non-teaching staff,569.1
Western Australia,Government,Male,Primary schools,Specialist support staff,77.6
Western Australia,Government,Male,Primary schools,Teaching staff,2050.9
Western Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),292.1
Western Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",186.1
Western Australia,Government,Male,Secondary schools,Non-teaching staff,537.9
Western Australia,Government,Male,Secondary schools,Specialist support staff,59.7
Western Australia,Government,Male,Secondary schools,Teaching staff,2723
Western Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),932.3
Western Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",59.2
Western Australia,Independent,Female,Primary schools,Non-teaching staff,1061.9
Western Australia,Independent,Female,Primary schools,Specialist support staff,70.4
Western Australia,Independent,Female,Primary schools,Teaching staff,1582.3
Western Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),734
Western Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",76.1
Western Australia,Independent,Female,Secondary schools,Non-teaching staff,895.8
Western Australia,Independent,Female,Secondary schools,Specialist support staff,85.7
Western Australia,Independent,Female,Secondary schools,Teaching staff,1581.3
Western Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),108
Western Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",134.2
Western Australia,Independent,Male,Primary schools,Non-teaching staff,259.7
Western Australia,Independent,Male,Primary schools,Specialist support staff,17.5
Western Australia,Independent,Male,Primary schools,Teaching staff,449
Western Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),193.3
Western Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",182.5
Western Australia,Independent,Male,Secondary schools,Non-teaching staff,444.9
Western Australia,Independent,Male,Secondary schools,Specialist support staff,69.1
Western Australia,Independent,Male,Secondary schools,Teaching staff,1324.5
