State/Territory,Sector,Sex,School Level,Function,Staff
Victoria,Catholic,Male,Secondary schools,Non-teaching staff,1156.1
Victoria,Catholic,Male,Secondary schools,Specialist support staff,88.3
Victoria,Catholic,Male,Secondary schools,Teaching staff,3123.8
Victoria,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8862.1
Victoria,Government,Female,Primary schools,"Building operations, general maintenance and other staff",4.5
Victoria,Government,Female,Primary schools,Non-teaching staff,9165.9
Victoria,Government,Female,Primary schools,Specialist support staff,299.3
Victoria,Government,Female,Primary schools,Teaching staff,20556.2
Victoria,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5922.9
Victoria,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",7.1
Victoria,Government,Female,Secondary schools,Non-teaching staff,6227.2
Victoria,Government,Female,Secondary schools,Specialist support staff,297.2
Victoria,Government,Female,Secondary schools,Teaching staff,12067
Victoria,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),950.2
Victoria,Government,Male,Primary schools,"Building operations, general maintenance and other staff",48.7
Victoria,Government,Male,Primary schools,Non-teaching staff,1027.1
Victoria,Government,Male,Primary schools,Specialist support staff,28.2
Victoria,Government,Male,Primary schools,Teaching staff,5595.7
Victoria,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1400
Victoria,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",58.3
Victoria,Government,Male,Secondary schools,Non-teaching staff,1488.7
Victoria,Government,Male,Secondary schools,Specialist support staff,30.4
Victoria,Government,Male,Secondary schools,Teaching staff,7576.5
Victoria,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1573.6
Victoria,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",115.5
Victoria,Independent,Female,Primary schools,Non-teaching staff,1903.4
Victoria,Independent,Female,Primary schools,Specialist support staff,214.3
Victoria,Independent,Female,Primary schools,Teaching staff,3696.7
Victoria,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2085.2
Victoria,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",233.2
Victoria,Independent,Female,Secondary schools,Non-teaching staff,2648.3
Victoria,Independent,Female,Secondary schools,Specialist support staff,329.9
Victoria,Independent,Female,Secondary schools,Teaching staff,5026.6
Victoria,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),358.7
Victoria,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",321.4
Victoria,Independent,Male,Primary schools,Non-teaching staff,751.1
Victoria,Independent,Male,Primary schools,Specialist support staff,71
Victoria,Independent,Male,Primary schools,Teaching staff,1076.7
Victoria,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),716.3
Victoria,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",557.7
Victoria,Independent,Male,Secondary schools,Non-teaching staff,1452.6
Victoria,Independent,Male,Secondary schools,Specialist support staff,178.6
Victoria,Independent,Male,Secondary schools,Teaching staff,3580.2
Western Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1052.4
Western Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",70.2
Western Australia,Catholic,Female,Primary schools,Non-teaching staff,1308.2
Western Australia,Catholic,Female,Primary schools,Specialist support staff,185.6
Western Australia,Catholic,Female,Primary schools,Teaching staff,1848
Western Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),734
Western Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",104.3
Western Australia,Catholic,Female,Secondary schools,Non-teaching staff,979.3
Western Australia,Catholic,Female,Secondary schools,Specialist support staff,141
Western Australia,Catholic,Female,Secondary schools,Teaching staff,1659.3
Western Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),39.1
Western Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",89.3
Western Australia,Catholic,Male,Primary schools,Non-teaching staff,137.8
Western Australia,Catholic,Male,Primary schools,Specialist support staff,9.4
Western Australia,Catholic,Male,Primary schools,Teaching staff,401.1
Western Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),174.7
Western Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",156
Western Australia,Catholic,Male,Secondary schools,Non-teaching staff,376.4
Western Australia,Catholic,Male,Secondary schools,Specialist support staff,45.7
Western Australia,Catholic,Male,Secondary schools,Teaching staff,1125.2
Western Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),6200.3
Western Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",81.2
Western Australia,Government,Female,Primary schools,Non-teaching staff,6513.7
Western Australia,Government,Female,Primary schools,Specialist support staff,232.2
Western Australia,Government,Female,Primary schools,Teaching staff,9361.6
Western Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),3500.2
Western Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",81.7
Western Australia,Government,Female,Secondary schools,Non-teaching staff,3790.2
Western Australia,Government,Female,Secondary schools,Specialist support staff,208.3
Western Australia,Government,Female,Secondary schools,Teaching staff,5038.8
Western Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),193.6
Western Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",328.4
Western Australia,Government,Male,Primary schools,Non-teaching staff,594.6
Western Australia,Government,Male,Primary schools,Specialist support staff,72.6
Western Australia,Government,Male,Primary schools,Teaching staff,1817.4
Western Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),480.2
Western Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",275.7
Western Australia,Government,Male,Secondary schools,Non-teaching staff,818.2
Western Australia,Government,Male,Secondary schools,Specialist support staff,62.3
Western Australia,Government,Male,Secondary schools,Teaching staff,3273.8
Western Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1127.6
Western Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",60.8
Western Australia,Independent,Female,Primary schools,Non-teaching staff,1257.4
Western Australia,Independent,Female,Primary schools,Specialist support staff,69
Western Australia,Independent,Female,Primary schools,Teaching staff,1711.5
Western Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),959.9
Western Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",102
Western Australia,Independent,Female,Secondary schools,Non-teaching staff,1187.5
Western Australia,Independent,Female,Secondary schools,Specialist support staff,125.6
Western Australia,Independent,Female,Secondary schools,Teaching staff,1936.7
Western Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),111.1
Western Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",132.7
Western Australia,Independent,Male,Primary schools,Non-teaching staff,263.1
Western Australia,Independent,Male,Primary schools,Specialist support staff,19.3
Western Australia,Independent,Male,Primary schools,Teaching staff,397.6
Western Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),239.6
Western Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",227.7
Western Australia,Independent,Male,Secondary schools,Non-teaching staff,528.9
Western Australia,Independent,Male,Secondary schools,Specialist support staff,61.6
Western Australia,Independent,Male,Secondary schools,Teaching staff,1505
