State/Territory,Sector,Sex,School Level,Function,Staff
Victoria,Catholic,Male,Secondary schools,Non-teaching staff,968.8
Victoria,Catholic,Male,Secondary schools,Specialist support staff,56.7
Victoria,Catholic,Male,Secondary schools,Teaching staff,2905.6
Victoria,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),6302.1
Victoria,Government,Female,Primary schools,"Building operations, general maintenance and other staff",5.3
Victoria,Government,Female,Primary schools,Non-teaching staff,6504.7
Victoria,Government,Female,Primary schools,Specialist support staff,197.3
Victoria,Government,Female,Primary schools,Teaching staff,16345.7
Victoria,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),4938.3
Victoria,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",5.6
Victoria,Government,Female,Secondary schools,Non-teaching staff,5462.6
Victoria,Government,Female,Secondary schools,Specialist support staff,518.7
Victoria,Government,Female,Secondary schools,Teaching staff,11616.3
Victoria,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),470.2
Victoria,Government,Male,Primary schools,"Building operations, general maintenance and other staff",36.8
Victoria,Government,Male,Primary schools,Non-teaching staff,557.8
Victoria,Government,Male,Primary schools,Specialist support staff,50.8
Victoria,Government,Male,Primary schools,Teaching staff,4211
Victoria,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1085.5
Victoria,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",53.3
Victoria,Government,Male,Secondary schools,Non-teaching staff,1260
Victoria,Government,Male,Secondary schools,Specialist support staff,121.2
Victoria,Government,Male,Secondary schools,Teaching staff,7584.5
Victoria,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1046
Victoria,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",71.5
Victoria,Independent,Female,Primary schools,Non-teaching staff,1240.4
Victoria,Independent,Female,Primary schools,Specialist support staff,122.9
Victoria,Independent,Female,Primary schools,Teaching staff,2962.1
Victoria,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1711.3
Victoria,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",166
Victoria,Independent,Female,Secondary schools,Non-teaching staff,2086.3
Victoria,Independent,Female,Secondary schools,Specialist support staff,209
Victoria,Independent,Female,Secondary schools,Teaching staff,4392.6
Victoria,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),227.4
Victoria,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",225
Victoria,Independent,Male,Primary schools,Non-teaching staff,485.7
Victoria,Independent,Male,Primary schools,Specialist support staff,33.3
Victoria,Independent,Male,Primary schools,Teaching staff,872.2
Victoria,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),611.6
Victoria,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",498.4
Victoria,Independent,Male,Secondary schools,Non-teaching staff,1216.5
Victoria,Independent,Male,Secondary schools,Specialist support staff,106.5
Victoria,Independent,Male,Secondary schools,Teaching staff,3241.4
Western Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),958.2
Western Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",76.8
Western Australia,Catholic,Female,Primary schools,Non-teaching staff,1101
Western Australia,Catholic,Female,Primary schools,Specialist support staff,66
Western Australia,Catholic,Female,Primary schools,Teaching staff,1806.2
Western Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),590.8
Western Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",72.7
Western Australia,Catholic,Female,Secondary schools,Non-teaching staff,706.3
Western Australia,Catholic,Female,Secondary schools,Specialist support staff,42.8
Western Australia,Catholic,Female,Secondary schools,Teaching staff,1213.1
Western Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),48.8
Western Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",97.6
Western Australia,Catholic,Male,Primary schools,Non-teaching staff,152.6
Western Australia,Catholic,Male,Primary schools,Specialist support staff,6.2
Western Australia,Catholic,Male,Primary schools,Teaching staff,463.8
Western Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),146.6
Western Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",129.2
Western Australia,Catholic,Male,Secondary schools,Non-teaching staff,291.9
Western Australia,Catholic,Male,Secondary schools,Specialist support staff,16.1
Western Australia,Catholic,Male,Secondary schools,Teaching staff,970.7
Western Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5157.5
Western Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",104.9
Western Australia,Government,Female,Primary schools,Non-teaching staff,5445.4
Western Australia,Government,Female,Primary schools,Specialist support staff,183
Western Australia,Government,Female,Primary schools,Teaching staff,8434.2
Western Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),2398.6
Western Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",84
Western Australia,Government,Female,Secondary schools,Non-teaching staff,2622.2
Western Australia,Government,Female,Secondary schools,Specialist support staff,139.6
Western Australia,Government,Female,Secondary schools,Teaching staff,3711.1
Western Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),164.2
Western Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",294.8
Western Australia,Government,Male,Primary schools,Non-teaching staff,538.6
Western Australia,Government,Male,Primary schools,Specialist support staff,79.6
Western Australia,Government,Male,Primary schools,Teaching staff,2002
Western Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),288.6
Western Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",180.8
Western Australia,Government,Male,Secondary schools,Non-teaching staff,516
Western Australia,Government,Male,Secondary schools,Specialist support staff,46.6
Western Australia,Government,Male,Secondary schools,Teaching staff,2800.3
Western Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),881.2
Western Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",59.9
Western Australia,Independent,Female,Primary schools,Non-teaching staff,1022.2
Western Australia,Independent,Female,Primary schools,Specialist support staff,81.1
Western Australia,Independent,Female,Primary schools,Teaching staff,1502.9
Western Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),712.9
Western Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",75.3
Western Australia,Independent,Female,Secondary schools,Non-teaching staff,859.5
Western Australia,Independent,Female,Secondary schools,Specialist support staff,71.3
Western Australia,Independent,Female,Secondary schools,Teaching staff,1567.3
Western Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),107.4
Western Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",144.1
Western Australia,Independent,Male,Primary schools,Non-teaching staff,268.6
Western Australia,Independent,Male,Primary schools,Specialist support staff,17.1
Western Australia,Independent,Male,Primary schools,Teaching staff,444.8
Western Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),196.5
Western Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",182.9
Western Australia,Independent,Male,Secondary schools,Non-teaching staff,441
Western Australia,Independent,Male,Secondary schools,Specialist support staff,61.6
Western Australia,Independent,Male,Secondary schools,Teaching staff,1298.5
