State/Territory,Sector,Sex,School Level,Function,Staff
Victoria,Catholic,Male,Secondary schools,Non-teaching staff,1123.6
Victoria,Catholic,Male,Secondary schools,Specialist support staff,82.5
Victoria,Catholic,Male,Secondary schools,Teaching staff,3079.4
Victoria,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),8025.2
Victoria,Government,Female,Primary schools,"Building operations, general maintenance and other staff",4.6
Victoria,Government,Female,Primary schools,Non-teaching staff,8287
Victoria,Government,Female,Primary schools,Specialist support staff,257.2
Victoria,Government,Female,Primary schools,Teaching staff,19074.3
Victoria,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5480.5
Victoria,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",2.9
Victoria,Government,Female,Secondary schools,Non-teaching staff,5722.9
Victoria,Government,Female,Secondary schools,Specialist support staff,239.5
Victoria,Government,Female,Secondary schools,Teaching staff,11208.2
Victoria,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),773.4
Victoria,Government,Male,Primary schools,"Building operations, general maintenance and other staff",46.3
Victoria,Government,Male,Primary schools,Non-teaching staff,847.6
Victoria,Government,Male,Primary schools,Specialist support staff,27.9
Victoria,Government,Male,Primary schools,Teaching staff,5175.3
Victoria,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1263.1
Victoria,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",48.9
Victoria,Government,Male,Secondary schools,Non-teaching staff,1360
Victoria,Government,Male,Secondary schools,Specialist support staff,48
Victoria,Government,Male,Secondary schools,Teaching staff,7196.2
Victoria,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1349.1
Victoria,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",115.3
Victoria,Independent,Female,Primary schools,Non-teaching staff,1687.6
Victoria,Independent,Female,Primary schools,Specialist support staff,223.2
Victoria,Independent,Female,Primary schools,Teaching staff,3434.8
Victoria,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1899.5
Victoria,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",244.8
Victoria,Independent,Female,Secondary schools,Non-teaching staff,2432.1
Victoria,Independent,Female,Secondary schools,Specialist support staff,287.8
Victoria,Independent,Female,Secondary schools,Teaching staff,4780.9
Victoria,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),327.9
Victoria,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",291.1
Victoria,Independent,Male,Primary schools,Non-teaching staff,671.7
Victoria,Independent,Male,Primary schools,Specialist support staff,52.7
Victoria,Independent,Male,Primary schools,Teaching staff,1006.5
Victoria,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),673.7
Victoria,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",561
Victoria,Independent,Male,Secondary schools,Non-teaching staff,1373.6
Victoria,Independent,Male,Secondary schools,Specialist support staff,138.9
Victoria,Independent,Male,Secondary schools,Teaching staff,3463.4
Western Australia,Catholic,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1035.9
Western Australia,Catholic,Female,Primary schools,"Building operations, general maintenance and other staff",69
Western Australia,Catholic,Female,Primary schools,Non-teaching staff,1235.2
Western Australia,Catholic,Female,Primary schools,Specialist support staff,130.3
Western Australia,Catholic,Female,Primary schools,Teaching staff,1804.1
Western Australia,Catholic,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),791.1
Western Australia,Catholic,Female,Secondary schools,"Building operations, general maintenance and other staff",138.1
Western Australia,Catholic,Female,Secondary schools,Non-teaching staff,1019.2
Western Australia,Catholic,Female,Secondary schools,Specialist support staff,90
Western Australia,Catholic,Female,Secondary schools,Teaching staff,1594.7
Western Australia,Catholic,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),35.8
Western Australia,Catholic,Male,Primary schools,"Building operations, general maintenance and other staff",88.3
Western Australia,Catholic,Male,Primary schools,Non-teaching staff,137.7
Western Australia,Catholic,Male,Primary schools,Specialist support staff,13.6
Western Australia,Catholic,Male,Primary schools,Teaching staff,384.7
Western Australia,Catholic,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),189.3
Western Australia,Catholic,Male,Secondary schools,"Building operations, general maintenance and other staff",152.3
Western Australia,Catholic,Male,Secondary schools,Non-teaching staff,371.4
Western Australia,Catholic,Male,Secondary schools,Specialist support staff,29.8
Western Australia,Catholic,Male,Secondary schools,Teaching staff,1145
Western Australia,Government,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),5912.3
Western Australia,Government,Female,Primary schools,"Building operations, general maintenance and other staff",99.5
Western Australia,Government,Female,Primary schools,Non-teaching staff,6239.6
Western Australia,Government,Female,Primary schools,Specialist support staff,227.8
Western Australia,Government,Female,Primary schools,Teaching staff,9253.4
Western Australia,Government,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),3343
Western Australia,Government,Female,Secondary schools,"Building operations, general maintenance and other staff",91.9
Western Australia,Government,Female,Secondary schools,Non-teaching staff,3617.2
Western Australia,Government,Female,Secondary schools,Specialist support staff,182.3
Western Australia,Government,Female,Secondary schools,Teaching staff,5041.6
Western Australia,Government,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),169.1
Western Australia,Government,Male,Primary schools,"Building operations, general maintenance and other staff",295.7
Western Australia,Government,Male,Primary schools,Non-teaching staff,531.5
Western Australia,Government,Male,Primary schools,Specialist support staff,66.7
Western Australia,Government,Male,Primary schools,Teaching staff,1730.8
Western Australia,Government,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),398.9
Western Australia,Government,Male,Secondary schools,"Building operations, general maintenance and other staff",234
Western Australia,Government,Male,Secondary schools,Non-teaching staff,694.6
Western Australia,Government,Male,Secondary schools,Specialist support staff,61.7
Western Australia,Government,Male,Secondary schools,Teaching staff,2992.7
Western Australia,Independent,Female,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),1048.4
Western Australia,Independent,Female,Primary schools,"Building operations, general maintenance and other staff",62.7
Western Australia,Independent,Female,Primary schools,Non-teaching staff,1185
Western Australia,Independent,Female,Primary schools,Specialist support staff,73.9
Western Australia,Independent,Female,Primary schools,Teaching staff,1647.2
Western Australia,Independent,Female,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),905.3
Western Australia,Independent,Female,Secondary schools,"Building operations, general maintenance and other staff",112.7
Western Australia,Independent,Female,Secondary schools,Non-teaching staff,1116.9
Western Australia,Independent,Female,Secondary schools,Specialist support staff,98.9
Western Australia,Independent,Female,Secondary schools,Teaching staff,1860.6
Western Australia,Independent,Male,Primary schools,Administrative & clerical staff (Incl. teacher aides & assistants),111.2
Western Australia,Independent,Male,Primary schools,"Building operations, general maintenance and other staff",136.6
Western Australia,Independent,Male,Primary schools,Non-teaching staff,264
Western Australia,Independent,Male,Primary schools,Specialist support staff,16.2
Western Australia,Independent,Male,Primary schools,Teaching staff,400.4
Western Australia,Independent,Male,Secondary schools,Administrative & clerical staff (Incl. teacher aides & assistants),238.9
Western Australia,Independent,Male,Secondary schools,"Building operations, general maintenance and other staff",218
Western Australia,Independent,Male,Secondary schools,Non-teaching staff,509.9
Western Australia,Independent,Male,Secondary schools,Specialist support staff,53
Western Australia,Independent,Male,Secondary schools,Teaching staff,1489.1
